ArchiveDate,Adult_Child,HospitalName,0_6_months,6_12_months,12_18_months,18_plus_months,wait_total,care_type,County,Province
5/30/2024,Adult,Mater Misericordiae University Hospital,"4,099",850,461,859,"6,269",ipdc,Dublin,Leinster
5/30/2024,Adult,Mayo University Hospital,599,137,14,15,765,ipdc,Mayo,Connacht
5/30/2024,Adult,Mercy University Hospital,445,150,42,19,656,ipdc,Cork,Munster
5/30/2024,Adult,Midland Regional Hospital Mullingar,621,186,20,0,827,ipdc,Westmeath,Leinster
5/30/2024,Adult,Midland Regional Hospital Portlaoise,244,125,16,17,403,ipdc,Laois,Leinster
5/30/2024,Adult,Midland Regional Hospital Tullamore,990,270,38,0,"1,298",ipdc,Offaly,Leinster
5/30/2024,Adult,Naas General Hospital,172,71,0,0,243,ipdc,Kildare,Leinster
5/30/2024,Adult,National Orthopaedic Hospital Cappagh,"1,472",305,32,4,"1,813",ipdc,Dublin,Leinster
5/30/2024,Adult,Nenagh Hospital,679,91,2,0,771,ipdc,Tipperary,Munster
5/30/2024,Adult,Our Lady of Lourdes Hospital Drogheda,610,216,11,0,837,ipdc,Louth,Leinster
5/30/2024,Adult,Our Lady's Hospital Navan,626,40,4,0,669,ipdc,Meath,Leinster
5/30/2024,Adult,Portiuncula University Hospital,341,138,40,0,519,ipdc,Galway,Connacht
5/30/2024,Adult,Roscommon University Hospital,515,196,67,30,808,ipdc,Roscommon,Connacht
5/30/2024,Adult,Royal Victoria Eye and Ear Hospital,"2,024",831,184,112,"3,151",ipdc,Dublin,Leinster
5/30/2024,Adult,Sligo University Hospital,"1,283",430,153,130,"1,996",ipdc,Sligo,Connacht
5/30/2024,Adult,South Infirmary Victoria University Hospital,"2,629",843,354,319,"4,144",ipdc,Cork,Munster
5/30/2024,Adult,St. Columcille's Hospital,272,113,45,25,455,ipdc,Dublin,Leinster
5/30/2024,Adult,St. James's Hospital,"3,764","1,649",701,760,"6,875",ipdc,Dublin,Leinster
5/30/2024,Adult,St. John's Hospital Limerick,507,171,7,0,685,ipdc,Limerick,Munster
5/30/2024,Adult,St. Luke's General Hospital Kilkenny,500,216,87,48,851,ipdc,Kilkenny,Leinster
5/30/2024,Adult,St. Michael's Hospital,707,127,37,13,884,ipdc,Dublin,Leinster
5/30/2024,Adult,St. Vincent's University Hospital,"2,469",632,244,315,"3,660",ipdc,Dublin,Leinster
5/30/2024,Adult,Tallaght University Hospital,"2,456",590,129,139,"3,314",ipdc,Dublin,Leinster
5/30/2024,Adult,Tipperary University Hospital,255,43,0,0,298,ipdc,Tipperary,Munster
5/30/2024,Adult,University Hospital Kerry,355,35,0,0,390,ipdc,Kerry,Munster
5/30/2024,Adult,University Hospital Limerick,"1,887",947,247,2,"3,083",ipdc,Limerick,Munster
5/30/2024,Adult,University Hospital Waterford,"2,593",849,547,831,"4,821",ipdc,Waterford,Munster
5/30/2024,Adult,Wexford General Hospital,477,172,37,38,723,ipdc,Wexford,Leinster
5/30/2024,Child,Beaumont Hospital,14,2,2,0,18,ipdc,Dublin,Leinster
5/30/2024,Child,Cavan General Hospital,93,3,3,20,119,ipdc,Cavan,Ulster
5/30/2024,Child,Children's Health Ireland,"2,881","1,575","1,001","1,004","6,460",ipdc,Dublin,Leinster
5/30/2024,Child,Cork University Hospital,126,65,54,21,266,ipdc,Cork,Munster
5/30/2024,Child,Cork University Maternity Hospital,1,0,0,0,1,ipdc,Cork,Munster
5/30/2024,Child,Croom Orthopaedic Hospital,1,0,0,0,1,ipdc,Limerick,Munster
5/30/2024,Child,Ennis Hospital,6,2,0,0,8,ipdc,Clare,Munster
5/30/2024,Child,Galway University Hospitals,400,251,52,62,765,ipdc,Galway,Connacht
5/30/2024,Child,Letterkenny University Hospital,15,0,2,1,18,ipdc,Donegal,Ulster
5/30/2024,Child,Mallow General Hospital,1,0,0,0,1,ipdc,Cork,Munster
5/30/2024,Child,Mayo University Hospital,7,1,0,0,8,ipdc,Mayo,Connacht
5/30/2024,Child,Mercy University Hospital,40,14,4,0,57,ipdc,Cork,Munster
5/30/2024,Child,Midland Regional Hospital Mullingar,51,7,0,0,58,ipdc,Westmeath,Leinster
5/30/2024,Child,Midland Regional Hospital Portlaoise,5,1,0,0,6,ipdc,Laois,Leinster
5/30/2024,Child,Midland Regional Hospital Tullamore,251,28,0,0,279,ipdc,Offaly,Leinster
5/30/2024,Child,National Orthopaedic Hospital Cappagh,67,48,13,0,128,ipdc,Dublin,Leinster
5/30/2024,Child,Nenagh Hospital,6,0,2,0,8,ipdc,Tipperary,Munster
5/30/2024,Child,Our Lady of Lourdes Hospital Drogheda,107,27,4,1,140,ipdc,Louth,Leinster
5/30/2024,Child,Portiuncula University Hospital,23,10,0,0,33,ipdc,Galway,Connacht
5/30/2024,Child,Royal Victoria Eye and Ear Hospital,48,32,17,8,105,ipdc,Dublin,Leinster
5/30/2024,Child,Sligo University Hospital,78,13,3,0,94,ipdc,Sligo,Connacht
5/30/2024,Child,South Infirmary Victoria University Hospital,319,38,5,5,366,ipdc,Cork,Munster
5/30/2024,Child,St. John's Hospital Limerick,0,1,0,0,1,ipdc,Limerick,Munster
5/30/2024,Child,St. Luke's General Hospital Kilkenny,1,0,0,0,1,ipdc,Kilkenny,Leinster
5/30/2024,Child,Tipperary University Hospital,4,0,0,0,4,ipdc,Tipperary,Munster
5/30/2024,Child,University Hospital Kerry,27,2,0,0,29,ipdc,Kerry,Munster
5/30/2024,Child,University Hospital Limerick,207,204,90,2,502,ipdc,Limerick,Munster
5/30/2024,Child,University Hospital Waterford,235,133,22,11,400,ipdc,Waterford,Munster
5/30/2024,Child,Wexford General Hospital,20,5,0,0,25,ipdc,Wexford,Leinster
6/27/2024,Adult,Bantry General Hospital,728,89,18,0,836,op,Cork,Munster
6/27/2024,Adult,Beaumont Hospital,26624,11588,2492,250,40954,op,Dublin,Leinster
6/27/2024,Adult,Cavan General Hospital,4798,2565,325,55,7743,op,Cavan,Ulster
6/27/2024,Adult,Connolly Hospital Blanchardstown,5035,372,11,0,5418,op,Dublin,Leinster
6/27/2024,Adult,Coombe Women and Infants University Hospital,1564,724,122,17,2427,op,Dublin,Leinster
6/27/2024,Adult,Cork University Hospital,16015,6640,3583,4939,31177,op,Cork,Munster
6/27/2024,Adult,Cork University Maternity Hospital,2188,50,9,0,2246,op,Cork,Munster
6/27/2024,Adult,Croom Orthopaedic Hospital,3292,1277,527,137,5232,op,Limerick,Munster
6/27/2024,Adult,Ennis Hospital,483,319,270,78,1149,op,Clare,Munster
6/27/2024,Adult,Galway University Hospitals,22661,8525,4157,6209,41551,op,Galway,Connacht
6/27/2024,Adult,Letterkenny University Hospital,9129,2485,1055,1802,14471,op,Donegal,Ulster
6/27/2024,Adult,Louth County Hospital,1498,364,5,0,1867,op,Louth,Leinster
6/27/2024,Adult,Mallow General Hospital,2376,913,321,124,3734,op,Cork,Munster
6/27/2024,Adult,Mater Misericordiae University Hospital,23309,6705,3258,4770,38042,op,Dublin,Leinster
6/27/2024,Adult,Mayo University Hospital,3991,1031,253,184,5460,op,Mayo,Connacht
6/27/2024,Adult,Mercy University Hospital,3186,1299,583,775,5842,op,Cork,Munster
6/27/2024,Adult,Midland Regional Hospital Mullingar,4843,1866,1061,1091,8860,op,Westmeath,Leinster
6/27/2024,Adult,Midland Regional Hospital Portlaoise,2284,950,433,377,4043,op,Laois,Leinster
6/27/2024,Adult,Midland Regional Hospital Tullamore,9154,2014,314,0,11482,op,Offaly,Leinster
6/27/2024,Adult,Naas General Hospital,6494,2712,1060,130,10395,op,Kildare,Leinster
6/27/2024,Adult,National Maternity Hospital (Holles Street),2705,475,119,1,3300,op,Dublin,Leinster
6/27/2024,Adult,National Orthopaedic Hospital Cappagh,2571,1684,557,241,5053,op,Dublin,Leinster
6/27/2024,Adult,Nenagh Hospital,399,258,213,101,971,op,Tipperary,Munster
6/27/2024,Adult,Our Lady of Lourdes Hospital Drogheda,9321,3417,537,51,13325,op,Louth,Leinster
6/27/2024,Adult,Our Lady's Hospital Navan,3837,1720,656,103,6317,op,Meath,Leinster
6/27/2024,Adult,Portiuncula University Hospital,2067,398,133,75,2672,op,Galway,Connacht
6/27/2024,Adult,Roscommon University Hospital,2934,620,164,101,3820,op,Roscommon,Connacht
6/27/2024,Adult,Rotunda Hospital,3738,787,1,0,4526,op,Dublin,Leinster
6/27/2024,Adult,Royal Victoria Eye and Ear Hospital,5422,2645,1598,1399,11064,op,Dublin,Leinster
6/27/2024,Adult,Sligo University Hospital,7482,2187,861,1268,11798,op,Sligo,Connacht
6/27/2024,Adult,South Infirmary Victoria University Hospital,12388,6559,3115,3712,25774,op,Cork,Munster
6/27/2024,Adult,St. Columcille's Hospital,2339,1423,1174,4243,9179,op,Dublin,Leinster
6/27/2024,Adult,St. James's Hospital,17680,4990,1527,1009,25206,op,Dublin,Leinster
6/27/2024,Adult,St. John's Hospital Limerick,353,226,86,0,664,op,Limerick,Munster
6/27/2024,Adult,St. Luke's General Hospital Kilkenny,3802,1316,741,268,6128,op,Kilkenny,Leinster
6/27/2024,Adult,St. Michael's Hospital,2723,927,358,325,4332,op,Dublin,Leinster
6/27/2024,Adult,St. Vincent's University Hospital,19465,7489,2984,1305,31242,op,Dublin,Leinster
6/27/2024,Adult,Tallaght University Hospital,14988,8095,4284,3263,30629,op,Dublin,Leinster
6/27/2024,Adult,Tipperary University Hospital,2230,773,297,9,3309,op,Tipperary,Munster
6/27/2024,Adult,University Hospital Kerry,5867,2498,842,233,9440,op,Kerry,Munster
6/27/2024,Adult,University Hospital Limerick,15079,3799,1499,978,21355,op,Limerick,Munster
6/27/2024,Adult,University Hospital Waterford,18666,9711,4812,5210,38399,op,Waterford,Munster
6/27/2024,Adult,Wexford General Hospital,3042,632,115,62,3852,op,Wexford,Leinster
6/27/2024,Child,Beaumont Hospital,46,11,3,0,59,op,Dublin,Leinster
6/27/2024,Child,Cavan General Hospital,848,207,42,0,1097,op,Cavan,Ulster
6/27/2024,Child,Children's Health Ireland,19992,9565,6420,5069,41046,op,Dublin,Leinster
6/27/2024,Child,Coombe Women and Infants University Hospital,26,14,6,0,46,op,Dublin,Leinster
6/27/2024,Child,Cork University Hospital,3503,1550,629,354,6037,op,Cork,Munster
6/27/2024,Child,Cork University Maternity Hospital,57,0,0,0,57,op,Cork,Munster
6/27/2024,Child,Croom Orthopaedic Hospital,208,13,2,2,225,op,Limerick,Munster
6/27/2024,Child,Ennis Hospital,32,10,6,0,47,op,Clare,Munster
6/27/2024,Child,Galway University Hospitals,3151,1047,511,802,5511,op,Galway,Connacht
6/27/2024,Child,Letterkenny University Hospital,1159,341,269,158,1926,op,Donegal,Ulster
6/27/2024,Child,Mallow General Hospital,216,146,163,32,557,op,Cork,Munster
6/27/2024,Child,Mayo University Hospital,652,88,12,29,780,op,Mayo,Connacht
6/27/2024,Child,Mercy University Hospital,137,44,0,0,181,op,Cork,Munster
6/27/2024,Child,Midland Regional Hospital Mullingar,894,302,96,5,1297,op,Westmeath,Leinster
6/27/2024,Child,Midland Regional Hospital Portlaoise,755,347,206,56,1365,op,Laois,Leinster
6/27/2024,Child,Midland Regional Hospital Tullamore,1164,310,13,0,1487,op,Offaly,Leinster
6/27/2024,Child,Naas General Hospital,6,2,0,0,8,op,Kildare,Leinster
6/27/2024,Child,National Maternity Hospital (Holles Street),54,17,0,0,71,op,Dublin,Leinster
6/27/2024,Child,National Orthopaedic Hospital Cappagh,133,49,39,20,241,op,Dublin,Leinster
6/27/2024,Child,Nenagh Hospital,7,2,2,0,11,op,Tipperary,Munster
6/27/2024,Child,Our Lady of Lourdes Hospital Drogheda,2230,1249,260,21,3760,op,Louth,Leinster
6/27/2024,Child,Our Lady's Hospital Navan,1,0,0,0,1,op,Meath,Leinster
6/27/2024,Child,Portiuncula University Hospital,437,30,17,0,485,op,Galway,Connacht
6/27/2024,Child,Rotunda Hospital,10,0,0,0,10,op,Dublin,Leinster
6/27/2024,Child,Royal Victoria Eye and Ear Hospital,288,148,120,63,619,op,Dublin,Leinster
6/27/2024,Child,Sligo University Hospital,1356,152,40,81,1629,op,Sligo,Connacht
6/27/2024,Child,South Infirmary Victoria University Hospital,1582,704,389,278,2953,op,Cork,Munster
6/27/2024,Child,St. John's Hospital Limerick,1,0,0,0,1,op,Limerick,Munster
6/27/2024,Child,St. Luke's General Hospital Kilkenny,463,11,15,7,495,op,Kilkenny,Leinster
6/27/2024,Child,Tallaght University Hospital,10,8,0,0,18,op,Dublin,Leinster
6/27/2024,Child,Tipperary University Hospital,310,47,7,0,364,op,Tipperary,Munster
6/27/2024,Child,University Hospital Kerry,759,323,68,14,1164,op,Kerry,Munster
6/27/2024,Child,University Hospital Limerick,2875,817,293,127,4111,op,Limerick,Munster
6/27/2024,Child,University Hospital Waterford,2170,1011,470,329,3980,op,Waterford,Munster
6/27/2024,Child,Wexford General Hospital,735,275,15,0,1025,op,Wexford,Leinster
6/27/2024,Adult,Bantry General Hospital,130,19,31,29,209,ipdc,Cork,Munster
6/27/2024,Adult,Beaumont Hospital,"5,579","2,045",770,512,"8,906",ipdc,Dublin,Leinster
6/27/2024,Adult,Cavan General Hospital,224,6,0,4,234,ipdc,Cavan,Ulster
6/27/2024,Adult,Connolly Hospital Blanchardstown,"1,124",28,0,0,"1,152",ipdc,Dublin,Leinster
6/27/2024,Adult,Coombe Women and Infants University Hospital,135,50,11,3,199,ipdc,Dublin,Leinster
6/27/2024,Adult,Cork University Hospital,954,300,113,184,"1,552",ipdc,Cork,Munster
6/27/2024,Adult,Cork University Maternity Hospital,474,83,13,2,572,ipdc,Cork,Munster
6/27/2024,Adult,Croom Orthopaedic Hospital,420,0,0,0,420,ipdc,Limerick,Munster
6/27/2024,Adult,Ennis Hospital,504,83,2,0,589,ipdc,Clare,Munster
6/27/2024,Adult,Galway University Hospitals,"5,007","2,485",749,"1,478","9,720",ipdc,Galway,Connacht
6/27/2024,Adult,Kilcreene Regional Orthopaedic Hospital,593,108,27,23,751,ipdc,Kilkenny,Leinster
6/27/2024,Adult,Letterkenny University Hospital,"1,473",209,81,120,"1,884",ipdc,Donegal,Ulster
6/27/2024,Adult,Louth County Hospital,624,2,0,0,626,ipdc,Louth,Leinster
6/27/2024,Adult,Mallow General Hospital,267,66,40,0,373,ipdc,Cork,Munster
6/27/2024,Adult,Mater Misericordiae University Hospital,"4,501",851,454,862,"6,668",ipdc,Dublin,Leinster
6/27/2024,Adult,Mayo University Hospital,600,110,42,12,765,ipdc,Mayo,Connacht
6/27/2024,Adult,Mercy University Hospital,491,136,49,16,693,ipdc,Cork,Munster
6/27/2024,Adult,Midland Regional Hospital Mullingar,572,202,22,0,796,ipdc,Westmeath,Leinster
6/27/2024,Adult,Midland Regional Hospital Portlaoise,188,110,21,13,331,ipdc,Laois,Leinster
6/27/2024,Adult,Midland Regional Hospital Tullamore,914,217,37,1,"1,169",ipdc,Offaly,Leinster
6/27/2024,Adult,Naas General Hospital,113,59,2,0,174,ipdc,Kildare,Leinster
6/27/2024,Adult,National Orthopaedic Hospital Cappagh,"1,439",299,25,1,"1,765",ipdc,Dublin,Leinster
6/27/2024,Adult,Nenagh Hospital,703,95,0,0,798,ipdc,Tipperary,Munster
6/27/2024,Adult,Our Lady of Lourdes Hospital Drogheda,649,269,7,0,925,ipdc,Louth,Leinster
6/27/2024,Adult,Our Lady's Hospital Navan,656,44,2,0,702,ipdc,Meath,Leinster
6/27/2024,Adult,Portiuncula University Hospital,361,136,39,0,536,ipdc,Galway,Connacht
6/27/2024,Adult,Roscommon University Hospital,521,171,64,37,793,ipdc,Roscommon,Connacht
6/27/2024,Adult,Royal Victoria Eye and Ear Hospital,"1,791",831,199,103,"2,924",ipdc,Dublin,Leinster
6/27/2024,Adult,Sligo University Hospital,"1,533",583,166,124,"2,407",ipdc,Sligo,Connacht
6/27/2024,Adult,South Infirmary Victoria University Hospital,"2,671",846,343,337,"4,196",ipdc,Cork,Munster
6/27/2024,Adult,St. Columcille's Hospital,274,102,29,31,437,ipdc,Dublin,Leinster
6/27/2024,Adult,St. James's Hospital,"3,704","1,601",617,805,"6,727",ipdc,Dublin,Leinster
6/27/2024,Adult,St. John's Hospital Limerick,467,148,14,0,629,ipdc,Limerick,Munster
6/27/2024,Adult,St. Luke's General Hospital Kilkenny,476,198,113,68,855,ipdc,Kilkenny,Leinster
6/27/2024,Adult,St. Michael's Hospital,692,127,33,13,865,ipdc,Dublin,Leinster
6/27/2024,Adult,St. Vincent's University Hospital,"2,710",605,248,298,"3,861",ipdc,Dublin,Leinster
6/27/2024,Adult,Tallaght University Hospital,"2,693",620,165,152,"3,629",ipdc,Dublin,Leinster
6/27/2024,Adult,Tipperary University Hospital,269,25,2,0,295,ipdc,Tipperary,Munster
6/27/2024,Adult,University Hospital Kerry,340,62,0,0,402,ipdc,Kerry,Munster
6/27/2024,Adult,University Hospital Limerick,"1,819",865,280,4,"2,968",ipdc,Limerick,Munster
6/27/2024,Adult,University Hospital Waterford,"2,656",809,550,840,"4,855",ipdc,Waterford,Munster
6/27/2024,Adult,Wexford General Hospital,493,142,40,34,709,ipdc,Wexford,Leinster
6/27/2024,Child,Beaumont Hospital,14,1,1,0,17,ipdc,Dublin,Leinster
6/27/2024,Child,Cavan General Hospital,9,0,0,2,10,ipdc,Cavan,Ulster
6/27/2024,Child,Children's Health Ireland,"2,895","1,529",970,"1,029","6,423",ipdc,Dublin,Leinster
6/27/2024,Child,Cork University Hospital,129,74,47,24,274,ipdc,Cork,Munster
6/27/2024,Child,Ennis Hospital,6,3,1,0,10,ipdc,Clare,Munster
6/27/2024,Child,Galway University Hospitals,397,254,50,63,764,ipdc,Galway,Connacht
6/27/2024,Child,Letterkenny University Hospital,28,2,0,2,31,ipdc,Donegal,Ulster
6/27/2024,Child,Mallow General Hospital,2,0,0,0,2,ipdc,Cork,Munster
6/27/2024,Child,Mayo University Hospital,5,0,0,0,5,ipdc,Mayo,Connacht
6/27/2024,Child,Mercy University Hospital,36,23,3,0,62,ipdc,Cork,Munster
6/27/2024,Child,Midland Regional Hospital Mullingar,47,3,0,0,50,ipdc,Westmeath,Leinster
6/27/2024,Child,Midland Regional Hospital Portlaoise,3,3,0,0,6,ipdc,Laois,Leinster
6/27/2024,Child,Midland Regional Hospital Tullamore,258,24,0,0,282,ipdc,Offaly,Leinster
6/27/2024,Child,National Orthopaedic Hospital Cappagh,67,49,11,0,127,ipdc,Dublin,Leinster
6/27/2024,Child,Nenagh Hospital,2,2,1,1,6,ipdc,Tipperary,Munster
6/27/2024,Child,Our Lady of Lourdes Hospital Drogheda,49,41,2,0,92,ipdc,Louth,Leinster
6/27/2024,Child,Portiuncula University Hospital,20,7,0,0,26,ipdc,Galway,Connacht
6/27/2024,Child,Royal Victoria Eye and Ear Hospital,41,22,13,2,77,ipdc,Dublin,Leinster
6/27/2024,Child,Sligo University Hospital,138,20,3,2,163,ipdc,Sligo,Connacht
6/27/2024,Child,South Infirmary Victoria University Hospital,341,39,2,6,387,ipdc,Cork,Munster
6/27/2024,Child,St. John's Hospital Limerick,0,1,0,0,1,ipdc,Limerick,Munster
6/27/2024,Child,St. Luke's General Hospital Kilkenny,2,0,0,0,2,ipdc,Kilkenny,Leinster
6/27/2024,Child,Tipperary University Hospital,2,0,0,0,2,ipdc,Tipperary,Munster
6/27/2024,Child,University Hospital Kerry,21,2,0,0,23,ipdc,Kerry,Munster
6/27/2024,Child,University Hospital Limerick,206,197,79,4,487,ipdc,Limerick,Munster
6/27/2024,Child,University Hospital Waterford,237,128,30,10,404,ipdc,Waterford,Munster
6/27/2024,Child,Wexford General Hospital,17,3,1,0,21,ipdc,Wexford,Leinster
7/25/2024,Adult,Bantry General Hospital,750,80,14,0,844,op,Cork,Munster
7/25/2024,Adult,Beaumont Hospital,27100,12010,2532,263,41904,op,Dublin,Leinster
7/25/2024,Adult,Cavan General Hospital,4741,2188,413,29,7372,op,Cavan,Ulster
7/25/2024,Adult,Connolly Hospital Blanchardstown,5234,401,102,0,5737,op,Dublin,Leinster
7/25/2024,Adult,Coombe Women and Infants University Hospital,1617,710,117,16,2460,op,Dublin,Leinster
7/25/2024,Adult,Cork University Hospital,15943,6491,3716,4731,30881,op,Cork,Munster
7/25/2024,Adult,Cork University Maternity Hospital,2291,27,5,3,2325,op,Cork,Munster
7/25/2024,Adult,Croom Orthopaedic Hospital,3261,1276,584,122,5243,op,Limerick,Munster
7/25/2024,Adult,Ennis Hospital,505,279,279,86,1149,op,Clare,Munster
7/25/2024,Adult,Galway University Hospitals,22738,7886,3948,5617,40189,op,Galway,Connacht
7/25/2024,Adult,Letterkenny University Hospital,9938,2583,1055,1807,15384,op,Donegal,Ulster
7/25/2024,Adult,Louth County Hospital,1484,375,5,0,1864,op,Louth,Leinster
7/25/2024,Adult,Mallow General Hospital,2438,893,314,136,3780,op,Cork,Munster
7/25/2024,Adult,Mater Misericordiae University Hospital,23556,6381,3207,4709,37853,op,Dublin,Leinster
7/25/2024,Adult,Mayo University Hospital,4022,998,262,174,5457,op,Mayo,Connacht
7/25/2024,Adult,Mercy University Hospital,3265,1241,595,718,5819,op,Cork,Munster
7/25/2024,Adult,Midland Regional Hospital Mullingar,4824,1826,955,976,8580,op,Westmeath,Leinster
7/25/2024,Adult,Midland Regional Hospital Portlaoise,2274,891,451,338,3955,op,Laois,Leinster
7/25/2024,Adult,Midland Regional Hospital Tullamore,9220,1963,215,2,11400,op,Offaly,Leinster
7/25/2024,Adult,Naas General Hospital,6850,2695,1137,113,10795,op,Kildare,Leinster
7/25/2024,Adult,National Maternity Hospital (Holles Street),2781,478,116,1,3376,op,Dublin,Leinster
7/25/2024,Adult,National Orthopaedic Hospital Cappagh,2554,1656,559,219,4987,op,Dublin,Leinster
7/25/2024,Adult,Nenagh Hospital,414,228,215,117,974,op,Tipperary,Munster
7/25/2024,Adult,Our Lady of Lourdes Hospital Drogheda,9367,3471,679,36,13553,op,Louth,Leinster
7/25/2024,Adult,Our Lady's Hospital Navan,3871,1604,546,114,6135,op,Meath,Leinster
7/25/2024,Adult,Portiuncula University Hospital,2060,420,133,84,2698,op,Galway,Connacht
7/25/2024,Adult,Roscommon University Hospital,2575,506,165,78,3323,op,Roscommon,Connacht
7/25/2024,Adult,Rotunda Hospital,3875,661,3,0,4539,op,Dublin,Leinster
7/25/2024,Adult,Royal Victoria Eye and Ear Hospital,5584,2658,1688,1324,11254,op,Dublin,Leinster
7/25/2024,Adult,Sligo University Hospital,7906,2194,872,1211,12183,op,Sligo,Connacht
7/25/2024,Adult,South Infirmary Victoria University Hospital,13070,6359,3307,3771,26507,op,Cork,Munster
7/25/2024,Adult,St. Columcille's Hospital,2513,1374,1163,4236,9286,op,Dublin,Leinster
7/25/2024,Adult,St. James's Hospital,18212,4885,1580,891,25569,op,Dublin,Leinster
7/25/2024,Adult,St. John's Hospital Limerick,335,209,84,0,628,op,Limerick,Munster
7/25/2024,Adult,St. Luke's General Hospital Kilkenny,3976,1245,798,299,6318,op,Kilkenny,Leinster
7/25/2024,Adult,St. Michael's Hospital,2746,877,380,318,4321,op,Dublin,Leinster
7/25/2024,Adult,St. Vincent's University Hospital,19605,7012,3319,1407,31342,op,Dublin,Leinster
7/25/2024,Adult,Tallaght University Hospital,15258,7816,4285,3069,30427,op,Dublin,Leinster
7/25/2024,Adult,Tipperary University Hospital,2221,702,320,17,3260,op,Tipperary,Munster
